Altium Designer Pick and Place Locations
G:\github-acme\Control_Board_Model_C_(HW_Package)\20201215\Assembly\Pick_n_Place\BG95-M3_Global_TFT_SCREEN\20201215-SGU-Acme_CPU_Control_Board_C201_001_Pick_and_Place.txt

========================================================================================================================
File Design Information:

Date:       22/12/20
Time:       11:16
Revision:   9f4f32aa3b2fdfe45095d4dd2dc0797d616b20d4
Variant:    BG95-M3_Global_TFT_SCREEN
Units used: mil

Designator Comment                                      Layer       Footprint                        Center-X(mil) Center-Y(mil) Rotation Description                                                                                                                                          
R47        "RES SMD 15K OHM 1% 1/16W 0402"              BottomLayer R0402                            3350.000      2195.000      270      "15 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric)  Thick Film"                                                                            
R50        "RES SMD 0 OHM JUMPER 1/16W 0402"            BottomLayer R0402                            3270.000      2275.000      90       "0 Ohms Jumper 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
U39        TS3USBCA410IRSVT                             TopLayer    RSV16_TEX                        675.000       1025.000      270      "USB Switch IC 1 Channel 16-UQFN (2.6x1.8)"                                                                                                          
U9         TPD3F303DPVR                                 TopLayer    DPV8_1P7X0P4                     3600.000      2325.000      180      "RC (Pi) EMI Filter 2nd Order Low Pass 3 Channel R = 47Ohms, 100Ohms, C = 20pF  8-UFDFN Exposed Pad"                                                 
U10        1042240820                                   BottomLayer 1042240820_MOL                   3658.957      2244.095      270      "6 Position Card Connector NANO SIM Surface Mount, Right Angle Gold"                                                                                 
C142       "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            2075.000      700.000       180      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C141       "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            2075.000      1150.000      180      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C21        "CAP CER 0.1UF 50V X7R 0402"                 BottomLayer C0402                            2490.000      2130.000      360      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
D24        SMF05CT1G                                    BottomLayer SOT363_SOP65P210X265-6N          1800.000      1250.000      90       "12.5V Clamp 8A (8/20µs) Ipp Tvs Diode Surface Mount SC-88/SC70-6/SOT-363"                                                                           
D25        SMF05CT1G                                    BottomLayer SOT363_SOP65P210X265-6N          1800.000      800.000       90       "12.5V Clamp 8A (8/20µs) Ipp Tvs Diode Surface Mount SC-88/SC70-6/SOT-363"                                                                           
D3         ESDA7P120-1U1M                               BottomLayer ST_QFN_1610                      630.000       250.000       90       "11.5V Clamp 120A (8/20µs) Ipp Tvs Diode Surface Mount 1610"                                                                                         
D1         ESDA7P120-1U1M                               BottomLayer ST_QFN_1610                      560.000       250.000       90       "11.5V Clamp 120A (8/20µs) Ipp Tvs Diode Surface Mount 1610"                                                                                         
D16        ESDA7P120-1U1M                               TopLayer    ST_QFN_1610                      3475.000      1475.000      90       "11.5V Clamp 120A (8/20µs) Ipp Tvs Diode Surface Mount 1610"                                                                                         
Q5         DTC143ZET1G                                  BottomLayer SOT-416FL_ONS                    2725.000      2380.000      360      "Pre-Biased Bipolar Transistor (BJT) NPN - Pre-Biased 50V 100mA  200mW Surface Mount SC-75, SOT-416"                                                 
R41        DNP*                                         BottomLayer R0402                            2625.000      2015.000      180      "Placeholder for a 0402 resistor"                                                                                                                    
R40        DNP*                                         BottomLayer R0402                            2625.000      2060.000      180      "Placeholder for a 0402 resistor"                                                                                                                    
R45        "RES SMD 10K OHM 1% 1/16W 0402"              BottomLayer R0402                            2775.000      2625.000      270      "10 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                          
TP25       "Test Point Pad"                             BottomLayer TESTPOINT                        2385.000      2080.000      180      "Test Point. There is nothing to buy or mount."                                                                                                      
TP26       "Test Point Pad"                             BottomLayer TESTPOINT                        2386.000      1995.000      180      "Test Point. There is nothing to buy or mount."                                                                                                      
U7         USBLC6-2SC6                                  BottomLayer SOT-23-6                         2490.000      2040.006      180      "17V Clamp 5A (8/20µs) Ipp Tvs Diode Surface Mount SOT-23-6"                                                                                         
X9         BG95_DEBUG                                   BottomLayer TC2030-IDC-NL                    2000.000      1250.000      180      "Tag-Connect TC2030-MCP-NL (3x2 pins No Legs)"                                                                                                       
X10        BG95_UART                                    BottomLayer TC2030-IDC-NL                    2000.000      800.000       180      "Tag-Connect TC2030-MCP-NL (3x2 pins No Legs)"                                                                                                       
X5         KEYPAD                                       BottomLayer 686108183522                     950.000       346.850       360      "8 Position FFC Connector Contacts, Bottom 0.039" (1.00mm) Surface Mount, Right Angle"                                                               
R36        "RES SMD 0 OHM JUMPER 1/16W 0402"            BottomLayer R0402                            1090.000      225.000       90       "0 Ohms Jumper 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
C34        DNP*                                         TopLayer    C0402                            3400.000      2530.000      360      "Placeholder for a 0402 capacitor"                                                                                                                   
C36        DNP*                                         TopLayer    C0402                            3400.000      2570.000      360      "Placeholder for a 0402 capacitor"                                                                                                                   
C37        "C 100pF 50V C0G, NP0 0402"                  TopLayer    C0402                            3520.000      2570.000      360      "100pF ±5% 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)"                                                                                        
R52        "RES SMD 0 OHM JUMPER 1/16W 0402"            TopLayer    R0402                            3460.000      2550.000      90       "0 Ohms Jumper 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
X7         U.FL-R-SMT-1(10)                             TopLayer    CONN_U.FL_RCPT_STR_50_OHM_SMD    3625.000      2505.020      360      "U.FL (UMCC) Connector Receptacle, Male Pin 50Ohm Surface Mount Solder"                                                                              
C147       "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            2650.000      1125.000      180      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
C148       "CAP CER 0.1UF 50V X7R 0402"                 TopLayer    C0402                            2610.000      1010.000      360      "0.1µF ±10% 50V Ceramic Capacitor X7R 0402 (1005 Metric)"                                                                                            
U41        BMA253                                       TopLayer    LGA12C50P4X4_200X200X100         2550.000      1085.000      90       "Accelerometer X, Y, Z Axis ±2g, 4g, 8g, 16g 8Hz ~ 1kHz 12-LGA (2x2)"                                                                                
TP1        "Test Point Pad"                             TopLayer    TESTPOINT                        925.000       1745.000      90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP2        "Test Point Pad"                             TopLayer    TESTPOINT                        720.000       1670.000      90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP3        "Test Point Pad"                             TopLayer    TESTPOINT                        2510.000      545.000       90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP4        "Test Point Pad"                             TopLayer    TESTPOINT                        2575.000      550.000       90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP5        "Test Point Pad"                             TopLayer    TESTPOINT                        1075.000      2410.000      90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP6        "Test Point Pad"                             TopLayer    TESTPOINT                        1025.000      2200.000      90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP7        "Test Point Pad"                             TopLayer    TESTPOINT                        790.000       1105.000      90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP9        "Test Point Pad"                             TopLayer    TESTPOINT                        700.000       2425.000      90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP10       "Test Point Pad"                             TopLayer    TESTPOINT                        600.000       2400.000      90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP11       "Test Point Pad"                             TopLayer    TESTPOINT                        1090.000      800.000       90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP12       "Test Point Pad"                             TopLayer    TESTPOINT                        1960.000      2680.000      90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP13       "Test Point Pad"                             TopLayer    TESTPOINT                        3160.000      2675.000      90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP14       "Test Point Pad"                             TopLayer    TESTPOINT                        1375.000      1525.000      90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP15       "Test Point Pad"                             TopLayer    TESTPOINT                        580.000       290.000       90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP16       "Test Point Pad"                             TopLayer    TESTPOINT                        465.000       275.000       90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP17       "Test Point Pad"                             TopLayer    TESTPOINT                        245.000       875.000       90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP18       "Test Point Pad"                             TopLayer    TESTPOINT                        75.000        875.000       90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP19       "Test Point Pad"                             TopLayer    TESTPOINT                        1815.000      2540.000      90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP20       "Test Point Pad"                             TopLayer    TESTPOINT                        3250.000      2675.000      90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP21       "Test Point Pad"                             TopLayer    TESTPOINT                        1375.000      1635.000      90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP22       "Test Point Pad"                             TopLayer    TESTPOINT                        775.000       800.000       90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP23       "Test Point Pad"                             TopLayer    TESTPOINT                        210.000       237.000       90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP24       "Test Point Pad"                             TopLayer    TESTPOINT                        75.000        450.000       90       "Test Point. There is nothing to buy or mount."                                                                                                      
R7         "RES SMD 100K OHM 1% 1/16W 0402"             TopLayer    R0402                            2825.000      625.000       270      "100 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
R8         "RES SMD 100K OHM 1% 1/16W 0402"             TopLayer    R0402                            2805.000      685.000       180      "100 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
R9         "RES SMD 100K OHM 1% 1/16W 0402"             TopLayer    R0402                            2785.000      625.000       270      "100 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
R10        "RES SMD 100K OHM 1% 1/16W 0402"             TopLayer    R0402                            850.000       1590.000      360      "100 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
R11        "RES SMD 100K OHM 1% 1/16W 0402"             TopLayer    R0402                            875.000       1850.000      180      "100 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
R12        "RES SMD 100K OHM 1% 1/16W 0402"             TopLayer    R0402                            525.000       2445.000      360      "100 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
R13        "RES SMD 100K OHM 1% 1/16W 0402"             TopLayer    R0402                            525.000       2405.000      360      "100 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
R14        "RES SMD 100K OHM 1% 1/16W 0402"             TopLayer    R0402                            1775.000      550.000       90       "100 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
R15        "RES SMD 100K OHM 1% 1/16W 0402"             TopLayer    R0402                            2575.000      865.000       270      "100 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
R16        "RES SMD 100K OHM 1% 1/16W 0402"             TopLayer    R0402                            1015.000      1740.000      360      "100 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
R17        "RES SMD 100K OHM 1% 1/16W 0402"             TopLayer    R0402                            2010.000      1395.000      180      "100 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
R68        "RES SMD 100K OHM 1% 1/16W 0402"             TopLayer    R0402                            3105.000      1025.000      90       "100 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
R69        "RES SMD 100K OHM 1% 1/16W 0402"             TopLayer    R0402                            3145.000      1025.000      90       "100 kOhms ±1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film"                                                         
TP27       "Test Point Pad"                             TopLayer    TESTPOINT                        2025.000      1560.000      90       "Test Point. There is nothing to buy or mount."                                                                                                      
TP28       "Test Point Pad"                             TopLayer    TESTPOINT                        1560.000      2355.000      90       "Test Point. There is nothing to buy or mount."                                                                                                      
